uid,sentence
1330,"This fast-paced game by Reiner Knizia is, like Hick Hack im Gackelwack, a gambling game in the finest chicken tradition."""
1330,Each turn players roll their dice and set aside all those matching any single value.
1330,The remaining dice are rolled and any value is set aside again until the player stops and takes a tile or busts and puts their last tile back.
1330,When a player busts and fails to take a tile they must also turn the highest tile face-down.
1330,"Interestingly, the German edition from Zoch has English rules in the box."
1330,"The Dutch edition is part of the Jakkie & Bak Collection
The German edition is part of The Chicken Family of Zoch."
1331,"Rome is in a state of emergency, the Senate and the Guard are embroiled in fierce arguments, the people are divided."
1331,"Many roads lead to Rome, whether you decide to use powerful cards such as the Tower and the Praetorian Guard to protect the power and victory points you have, or instead prefer to use the Consul and the Tribune to skilfully pull the strings behind the scenes."
1331,Whoever succeeds in using their connections and manages to play their cards cleverly will at the end deserve their victor's laurels.
1331,Roma features unique card and dice play.
1331,"Players place cards at ""dice stations"" numbered 1-6."
1331,The player uses dice rolled each turn to activate dice stations to use the card that has been placed at a station.
1331,"Card effects guide your tactical actions in the game through manipulating cards in play, providing money or granting victory points."
1331,"In each game of Roma, there are a fixed amount of victory points in play, once all victory points have been collected, the player who has the most victory points wins the game."
1331,"Can be combined with its sequel game, Arena: Roma II, with varying play options."
1331,"Integrates with:

 Arena: Roma II"
1332,Axis & Allies celebrates 25 years of strategy war gaming with a deluxe edition of its original theater-level game.
1332,"Axis & Allies Pacific 1940, designed and developed by Larry Harris, utilizes the updated rules established in A&A Anniversary Edition."
1332,"Two new combat units debut in this game, Tactical Bombers and Mechanized Infantry."
1332,"Australia and New Zealand, joined together as the ANZAC forces, represent a new playable ally."
1332,"China fields more forces than ever before, but will need help from their allies -- the United States and England -- to withstand the might of expansionist Imperial Japan."
1332,Axis & Allies Pacific 1940 features an oversized board that measures 35 inches wide by 32 inches high (89 x 81 cm).
1332,"With over 450 pieces, deluxe game components and local storage boxes, this game raises the standard established by A&A Anniversary Edition."
1332,"All new rules for neutral nations, naval & air bases, kamikaze attacks and convoy disruption add even more depth and historical accuracy to this giant game."
1332,"Finally, this deluxe theater-level game is designed to join together with Axis & Allies Europe 1940 to create the greatest Axis & Allies experience to date!"
1332,"When joined, these boards will measure 5 feet wide by 32 inches high (178 x 81 cm)."
1332,"Both games have been designed to play alone or together to offer a 2-6 player global 1940 scenario, complete with separate set up and national objectives."
1332,"Integrates with:

Axis & Allies Europe 1940"
1333,"In the early days of the coronavirus, a time of self-isolation for many people, Jamey decided to create an infinitely scaling roll-and-write game to teach and play with people around the world via Facebook Live."
1333,"In Rolling Realms, players compete to earn the most stars in a series of minigames over 3 rounds."
1333,"This is a roll-and-write game, meaning that players will write on the game components using dry-erase markers."
1333,"Each turn, one player rolls 2 dice, and all players use the dice results on their realm cards to generate resources and earn stars."
1333,"After 3 rounds, the player with the most stars wins!"
1333,—description from the publisher
1334,The abstract strategy game Quoridor is surprisingly deep for its simple rules.
1334,The object of the game is to advance your pawn to the opposite edge of the board.
1334,On your turn you may either move your pawn or place a wall.
1334,"You may hinder your opponent with wall placement, but not completely block them off."
1334,"Meanwhile, they are trying to do the same to you."
1334,The first pawn to reach the opposite side wins.
1335,The Capo is getting old and about to retire.
1335,You think.
1335,"Maybe it's time for you to make your moves from behind the scenes, to put the gangsters into play that support your goals."
1335,Will you gain the most respect?
1335,Nothing Personal is a game for 3-5 players.
1335,"Players attempt to gain the most respect in five turns (five years) by amassing respect amongst the mafia through influence, negotiation, blackmail and bribery."
1335,Players take turns playing influence cards to take control of gangsters and work them up the chain of power.
1335,Each position and gangster has their own special abilities that give players the edge they need to accrue the respect they deserve - to become the Boss of Bosses.
1336,"In the game Rumis, the players construct an Inca building with their stones."
1336,"All players receive three-dimensional pieces made of wood or plastic, which they will try to position adjacent to already placed pieces of their own color."
1336,"All of their own pieces are of different shapes, which is a challenge to the three-dimensional imagination."
1336,"Cubic, wedge-shaped, or pyramidal volumes are different building limitations, which are imposed by the various building scenarios."
1336,"Playing RUMIS, you will find that no game is similar to any previous one."
1336,"Once your mind has mastered the puzzling shapes of the RUMIS pieces, you will explore the depth of tactical and strategic possibilities offered."
1336,"The rebrand by Educational Insights is labelled 1 to 4 players on the box, adding solitaire puzzles such as building a 3x3 cube with one color and building the various shapes using all the colors, following the rules of the multiplayer games while leaving no gaps in the structure."
1336,"Expanded by:

Rumis+"
1337,"In Haspelknecht: The Story of Early Coal Mining, the first title in Thomas Spitzer's highly acclaimed Coal Trilogy, the players take upon the role of farmers with opportunities to exploit the presence of coal in their lands in the southern part of the Ruhr region of Germany."
1337,The game is set during a time when the lands were mostly covered with forests and roads were rare.
1337,"Coal was discovered here, close to the Earth's surface."
1337,"During the game, players obtain knowledge about this new material, extend their farms, and dig deeper in the ground to extract more coal."
1337,The game has many paths that lead to victory.
1337,Haspelknecht has an innovative action selection mechanism.
1337,"You must select the correct tasks while being mindful of quickly accumulating pit water, for it can stall your efforts and prevent your extraction of valuable coal."
1337,The game offers a lot of variation and replayability through unique methods in setting-up the development tiles.
1338,"Escape the Dark Castle is a simple, cooperative game of retro-atmospheric adventure."
1338,"Players take on the roles of prisoners, wrongfully incarcerated in the depths of The Dark Castle."
1338,"Whether it’s the Abbot, the Tailor or any of the six playable characters, each prisoner is represented by a character card and a custom character die showing that prisoner’s unique endowment of Might, Cunning and Wisdom – the game’s three traits."
1338,"Embarking on a desperate quest to escape, the players must work together using custom dice and item cards to overcome the castle’s many horrors, traps, and challenges - each of which is represented by a large, illustrated chapter card."
1338,"At the beginning of each game, 15 of these chapter cards are drawn at random from a larger deck to create a unique castle every time."
1338,"Gameplay involves one player revealing a new chapter card each turn, in a motion like turning a page of a book."
1338,"When a card is turned, the next chamber or passageway into which the prisoners have stumbled is revealed."
1338,There is no turn order.
1338,"Instead, players decide as a group who will turn the next chapter card, and there are often grisly consequences for the one that does!"
1338,"Once revealed, the chapter card will explain the situation facing the group and what must be done to get through it."
1338,"In the style of choose-your-path adventures, most chapters offer the group a choice about how to proceed."
1338,Bribe the drunken guards or attack them?
1338,Charge the beast or lure it out?
1338,Steal from the kitchen stores or keep moving?
1338,"Each chapter is a mini-game and a variety of mechanics are required to complete it, from RPG-style skill tests for an individual character, to push-your-luck dice rolling as a team, to the playing of item cards collected along the way to bolster the tactical abilities of the group."
1338,"When the players choose to enter (or fail to avoid) combat, all players roll their unique character dice simultaneously to make an attack against the enemy."
1338,"They need to collectively muster the right combination of Might, Cunning and Wisdom to defeat the foe in question, or risk taking damage."
1338,"Blocking, Resting, and the use of Weapons, Relics and Potions will help to keep the prisoners alive."
1338,"The goal of the game is for the group to complete every chapter in the castle deck, then defeat the final boss."
1338,"To win, they must keep every member of the team alive - if any player is killed the game ends immediately."
1339,"More than one thousand items from all walks of life can be guessed through the use of 61 transparent cards in Imagine, whether they're placed next to one another or superimposed."
1339,Almost everything in the world can be represented by a simplified concept — just don't speak while you're playing...
1340,"After the immediate response to Richard Breese's Keydom at Essen 1999, Hans im Glück contracted to take the basic game idea and produce a version of the game."
1340,"Aladdin's Dragons, or Morgenland in the original German, is the product of their cooperation."
1340,The game features players putting numbered bidding chips face-down onto the board sequentially.
1340,"After the players have placed all of their chips, then each of the areas is resolved."
1340,"The bottom part of the board is where players attempt to gather treasure tokens, which is the overall currency of the game."
1340,"The middle part of the board features a number of special actions, which help the players cast spells, trade in their resource tokens, or block other players' actions."
1340,"The top part of the board is where players use treasure tokens to purchase artifacts, and the player who can collect the most artifacts by the end of the game will be the victor."
1340,Won Games Magazine Game of the Year award in 2001.
1340,"Re-implements:

Keydom

Re-implemented by:

Aladdin's Dragons (card game version by same name as board game)

Microbadges:    (Buy One)

  Aladdin's Dragons fan"
1341,A game of political intrigue set in the Soviet Politburo.
1341,"The game consists of a large number of politician cards, some of which form the first politburo."
1341,"Politicians have certain stats (preferred offices, for instance) and an age."
1341,"At the start of the game, the players secretly note influence on ten politicians, graded from 10 (most) to 1 (least)."
1341,"Gameplay is not clockwise, but happens from top to bottom in the politburo."
1341,Whatever action the politician in a certain office can take is done by the player who reveals the greatest influence on the politician in question.
1341,"Actions include accusing other politicians of espionage (potentially exiling them to Siberia), pardoning them, reshuffling the politburo and others."
1341,"But each action a politician takes lets him (or in one case, her) age by one or more years."
1341,"Once a turn each politburo member must face a health roll which can result in sickness marker or even instant death (the older, the most likely)."
1341,"At the end of each turn, the reigning head of state must wave to the crowd at the October parade without collapsing (which gets harder the sicker the politician is)."
1341,A politician who succeeds in this three times makes the player who controls him/her the winner.
1341,"The original Fata Morgana edition included rules requiring the players to hold funeral speeches for deceased party chairmen and drinking vodka with it, for instance."
1341,The later Avalon Hill edition scrapped these rules and gave the game a less satirical and more serious tone.
1341,"Jolly Roger reimplemented an edition providing three different KREMLIN games in one box -See Kremlin (Third Edition)-:
1: The 'original' with fictional politicians, set in a USSR where KGB investigations send those found guilty to Siberia."
1341,This version will have victory conditions based on the original Fata Morgana rules.
1341,2: A version inspired by the Avalon Hill variant titled 'Revolution'.
1341,"Set in the 1920s, it uses historical politicians as well as fictional politicians."
1341,"It's a more violent game as those arrested by the KGB are shot and removed from the game
3: A new version, set in the modern USSR and Russia, an era of entrenched bureaucracy and alternatives for escaping KGB persecution."
1341,"This version introduces the concept of ""Going into Exile"" to avoid Siberia."
1341,"It also includes modern politicians from the 1960s onwards, whether it is Kosygin or Putin and Gorbachev."
1342,"Aftermath is an Adventure Book Game in which players take on the role of small critters struggling to survive and thrive in a big, dangerous world."
1342,"Humans have mysteriously vanished, and the remnants of civilization are quickly being reclaimed by nature and the animals who still remain."
1342,"In the game, you play as a misfit band of critters known by their colony as ""providers""."
1342,"There's the guinea pig with anger issues, a hamster that talks fast and drives faster, a small mouse with keen eyes and a lot to prove, and a mysterious vole who's borderline feral."
1342,"These characters each have their own personalities, play-styles, and personal goals."
1342,You'll leave the safety of your colony and venture out into the abandoned world on one of 20+ story-driven missions and side missions.
1342,"Scavenge the ruins of mankind in search of food and supplies for your colony, but beware — the world is filled with bandits and predators, and you must fight or flee to stay alive."
1342,Return to your colony with resources and information that will help your friends and family survive.
1342,"Grow your colony and keep it safe by building structures and improvements with the spoils of your adventures, but plan accordingly, for the colony will face hardship each time you leave it...
—description from the publisher"
1343,"You are a Dreamwalker, lost in a mysterious labyrinth, and you must discover the oneiric doors before your dreamtime runs out – or you will remain trapped forever!"
1343,"You may wander through the chambers of dreams, hoping that chance will reveal the doors, or you can linger in each type of room."
1343,"In both cases, you will have to deal with the slithering Nightmares, which haunt the hallways of the labyrinth."
1343,Onirim is a solo/cooperative card game.
1343,"You (and a partner) must work (together) against the game to gather the eight Door cards before the deck runs out; you can obtain those Door cards either by playing cards of the same color three turns in a row, or by discarding (under specific circumstances) one of your powerful Key cards."
1343,In both cases you will have to decide the best use of each card in your hand and carefully play around the Nightmares.
1343,Those cards are hidden in the deck and will trigger painful dilemmas when drawn...
1343,"Basic Deck:

 8 Door cards - two each of red, blue, green and brown
 10 Nightmare cards
 58 Labyrinth cards:
 16 red chambers:     3 keys, 4 moons, 9 suns
 15 blue chambers:    3 keys, 4 moons, 8 suns
 14 green chambers:   3 keys, 4 moons, 7 suns
 13 brown chambers:   3 keys, 4 moons, 6 suns


Three mini-expansions, all standalone and compatible with one another, are included with the basic game:

""The Towers"" introduces a new type of card that allows more searching and deck manipulation, while also imposing an additional victory condition."
1343,"""Happy Dreams and Dark Premonitions"" adds evil time bombs that will impede your progress at predictable moments of your quest as well as helpful but unreliable allies."
1343,"In ""The Book of Steps Lost and Found"", you must find the eight Door cards in a randomly given order and may remove discarded cards from the game to cast powerful spells that will help you complete this difficult task."
1344,Ticket to Ride: Germany is a standalone game in the Ticket to Ride series.
1344,"Over the course of the game, players collect cards in order to then claim routes on the game board between two cities."
1344,Ideally the players create a network of routes that connect the cities showing on their secret ticket cards.
1344,"Players score points both for claiming routes and for completing tickets, with incomplete tickets counting against a player's score."
1344,"In addition to scoring points for tickets, whenever a player places a route on the board, they claim a passenger from the two cities that form the endpoints for that route (assuming that the passengers have not already been claimed)."
1344,"At the end of the game, whoever has the most passengers of each of the six colors scores 20 points for that color; whoever has the secondmost passengers in a color scores 10 points."
1344,Whoever has the most points at the end of the game wins.
1344,Ticket to Ride: Germany combines most of Zug um Zug: Deutschland and the Deutschland 1902 expansion in one box.
1344,"Zug um Zug: Deutschland, published solely for the German and Austrian market, consisted of the same map as Ticket to Ride: Märklin, but ZuZ:D didn't include the passenger mechanism from Märklin in which players scored additional points by moving passengers from city to city."
1344,"The Deutschland 1902 expansion introduced a different method of scoring passengers, and that method is now present in this collection."
1345,"The 2012 rerelease of Wallenstein tweaks the 2002 title from designer Dirk Henn and publisher Queen Games, while including two new expansions."
1345,The setting and game play of the two games are mostly the same.
1345,"In 1625, the Thirty Years' War is underway, and military leaders like Albrecht von Wallenstein and Gottfried Heinrich Graf zu Pappenheim are roaming the country, fighting for land, and trying to establish the best of everything for themselves."
1345,"The game lasts two ""years,"" with players taking actions in the spring, summer, and fall, then possibly suffering from grain shortage and revolts in the winter before scoring points for the year."
1345,"After two years, the player with the most points – with points being scored for land and buildings under one's control – wins."
1345,"In each of the ""action"" seasons, ten action cards are shuffled, then laid out, with five face-up and the rest face-down."
1345,"The five bonus tiles (which provide extra money, grain, or armies) are also laid out."
1345,"Each player then secretly assigns one of his county cards (or a blank card) to each of the ten actions on his individual player board, in addition to bidding for player order and choice of bonus tile."
1345,"After revealing that round's event card and determining player order, players carry out actions in the order determined earlier, revealing which county is taking the current action, then revealing the next face-down action, thus giving players some information about when actions will occur, but not all."
1345,"Taxing a county or taking grain from it can increase the chance of a revolt during winter, but without money you can't deploy troops or build palaces or churches and without grain you increase the chance of revolt."
1345,Combat and revolts are handled via a dice tower in which players drop army units and peasants (colored wooden cubes) into the top of the tower and see which ones emerge in the bottom tray (representing the fighting forces for that combat) and which get stuck in the tower's baffles to possibly emerge in the future.
1345,"Wallenstein includes two expansions: ""Emperor's Court,"" in which a player's army tokens that fall from the dice tower at the start of the game become courtiers who compete for favors (special actions) from the emperor; a player can convert armies to courtiers during the game, and whoever has the most courtiers in the court's entrance hall each turn gets first shot at the favors available."
1345,"""Landsknechte,"" which can be used with ""Emperor's Court"" or on its own, consists of a set of four cards for each player stacked in a particular order."
1345,"If after determining turn order, a player controls counties in four different regions, he removes the top card from the stack, then takes one of the bonuses (such as money or armies in the tray) shown on the newly revealed card."
1345,This stack resets after winter ends.
1345,"Note that the box of this game states is for 2-5 players, but the game actually plays only with 3-5 players."
1346,"Normandy, June 6th, 1944 – as you land on the well-defended beaches, a German machine gun nest is killing your comrades like flies."
1346,You must do something!
1346,"In D-Day Dice, players are Allied soldiers trying to organize improvised units for an attack against the machine gun nest."
1346,Each player starts the game with a unit of a few soldiers and nothing else.
1346,"As the game progresses, they will collect resources and advance on the beach, sector by sector, as their unit grows stronger and deadlier."
1346,They will succeed...or die trying.
1346,"D-Day Dice is a multiplayer co-op game, where all players play their turn simultaneously and must help each other in order to stay alive."
1346,It also includes solitaire optional rules.
1346,"Although built around dice rolling, this game is about resource management (soldiers, specialists, items and courage) and knowing when to move your unit."
1346,"Resources are kept from turn to turn, so the players can plan ahead."
1346,Note: This listing is for the commercial version of D-Day Dice.
1346,"To download and play the game now, go to D-Day Dice: Free Trial Version."
1346,"Expanded by 3 marketed expansions:
D-Day Dice: Operation Neptune 
D-Day Dice: Atlantikwall
D-Day Dice: Normandy"
1347,"(from MMP website:)
ASL Starter Kit #3 is a self-contained ASL module which will give players the opportunity to start playing Advanced Squad Leader almost immediately."
1347,A liberally-illustrated rulebook teaches gamers ASL using a conversational style to teach the concepts of ASL.
1347,If you own and play ASL Starter Kit #2 you will be pleasantly surprised to find how easy it is to spot the new rules in ASLSK#3 - we've highlighted the new rules so that you can skip rereading what you've learned in ASLSK#2 and get right to the new rules!
1347,What does ASLSK#3 add?
1347,TANKS!
1347,"The famous and deadly German ""Tiger""."
1347,"The reliable ""Sherman""."
1347,The tank which won the east - the T-34.
1347,"We know we'll get the inevitable question ""Do I have to buy ASLSK#1 and/or ASLSK#2 to get ASLSK#3?"""
1347,The Starter Kits are self contained.
1347,"Each has everything you need to play what's in the box, with the higher numbers adding to the ASL knowledge you'll have from playing previous Starter Kits."
1347,"We do not anticipate changing what you've learned from prior Starter Kits (for example, ASLSK#3 adds about 6 pages of rules to the base built by ASLSK#1 and ASLSK#2)."
1347,"A better question would be ""Do I need ASLSK#2 if I buy ASLSK#3?""."
1347,The short answer is a resounding no!
1347,You can dive right in with ASLSK#3.
1347,"But if you do, and you like the game, ASLSK#1 and ASLSK#2 both add more boards and scenarios for you to enjoy."
1347,"We know it's a little confusing, we hope this clears it up a bit."
1347,"Contents:

    3 8x22 Geomorphic Maps (t, u, and v) for the ASL System
    1 full Countersheet of 1/2"" counters
    1 full Countersheet of 1/2"" and 5/8"" counters
    1 half Countersheet of 5/8"" counters
    8 scenarios printed on 4 individual cardstock sheets
    2 quick reference charts printed on cardstock sheet
    1 28-page rules booklet (about 17 pages are rules) with plentiful color illustrations
    1 12-page vehicle and ordnance notes booklet
    2 dice


Scenario List:

    S20 Joseph 351 Pointe de Corsen, France, 28 August 1944
    S21 Clash at Borisovka Borisovka, Russia, 14 March 1943
    S22 Another Summer's Day Niscemi, Sicily, 10 July 1943
    S23 Monty's Gamble Oosterbeek, Holland, 20 September 1944
    S24 Sherman Marches West Krupki, Byelorussia, 28 June 1944
    S25 Early Battles Kaunas, Lithuania, 26 June 1941
    S26 Last Ally, Last Victory Puspokladany, Hungary, 10 October 1944
    S27 Stand For New Zealand Galatas, Crete 25 May 1941

Time Scale:    2 minutes per Game Turn
Unit Scale:    5 to 10 men, plus individual leaders, vehicles, guns
Map Scale    40 meters per hex
Players:    2 (also suitable for solitaire or team play)
Complexity:    Medium
Solitaire Suitability:    Medium


(user's description:)
 The final in the three part series of starter kits for Advanced Squad Leader."
1347,The goal of these is to introduce the rules of the massive World War II wargame in more manageable pieces.
1347,"While the first focused on small infantry-only skirmishes, the second is based around confrontations involving infantry and the use of field ordnance, the third introduces the world of tanks and other fighting vehicles."
1347,"The box is a complete game, including rules (complete with updated rules from Advanced Squad Leader: Starter Kit #1 & Advanced Squad Leader: Starter Kit #2), counters, eight scenarios, (S20-S27) and three new maps (boards t, u, and v)."
1348,"The animals are dressed up and ready to enter the ""Beasty Bar"" nightclub."
1348,Who will actually make it through the door?
1348,"Beasty Bar is a fun ""take that"" card game about party animals."
1348,"The players play animal cards into a line, and each animal has a special power that can manipulate the order of the cards."
1348,"Whenever five animals are present at the end of a turn, the two animals up front get to party while the one at the rear has to go home."
1348,Whoever manages to send more of her animals to the party than anyone else wins.
1349,Antike II is a challenging strategy game about evolution and competition among ancient civilizations.
1349,"Ancient nations create cities, build temples, sail the seas, and discover new principles of science and technology."
1349,Their legions and galleys open new settlements and defend their people against attacks from their enemies.
1349,Two scenarios can be chosen as the game board is two-sided.
1349,"Every nation tries to win ancient kings, scholars, generals, citizens, and navigators for themselves."
1349,The nation that acquires a specified number (depending on the number of players) of ancient personalities first wins the game!
1349,Lead one of these nations to victory—but watch out for your enemies as they will want to conquer your cities to destroy your temples.
1349,"The game depends not on the luck of dice or cards, but on thoughtful plans and skillful diplomacy."
1349,"Antike II differs from the 2005 Antike in several ways, according to designer Mac Gerdts."
1349,"To start, players now own city tokens, which allows them some degree of choice as to which resource a newly founded city shall produce."
1349,"Military units have become more expensive, and the rules for the conquest of cities are considerably easier."
1349,The scientific progresses were altered as well.
1349,"Neutral temples now exist, which may be destroyed, gaining VPs of a general, without harming other players."
1349,"The game features two new maps in a new graphical design, and a new card named ""BELLONA"" (the ancient Roman goddess of war) has been introduced to counter the starting player's advantage."
1349,"Gerdts notes that the main goal of all of these changes was to make the rules for a conquest of cities easier, while also opening more possibilities to win the game without the need to attack other players."
1350,CloudAge is a strategy game from Alexander Pfister and Arno Steinwender.
1350,The award-winning authors have created a dark and dystopian world for 1 to 4 players.
1350,"Fifteen years ago, the mysterious secret society ""Cloud"" set fire to countless oil production sites and burned down large forests to destabilize the world."
1350,The resulting environmental catastrophe had disastrous effects on the entire planet.
1350,"Now, years later, you travel above the dried-out landscape in your airships, searching for a better life."
1350,"You visit cities, send out drones to collect resources, and battle Cloud militia."
1350,"An innovative sleeving mechanism makes a new, more immersive, form of resource gathering possible."
1350,Players try to predict which cloud-covered terrain will contain the desired amount of resources or where additional actions are possible.
1350,Resources allow players to develop useful upgrades for their airships or attract new crew members.
1350,"CloudAge is a mix of engine-building, deck-building, and resource management."
1350,"The campaign system makes it easy to start playing quickly, with new elements being introduced into the game as players progress through the chapters."
1350,"While you play, you also experience and help guide the story."
1350,"If you prefer, you can also play standalone story spin-offs as single scenarios."
1350,—description from the publisher
1351,This game uses a collection of smallish hexagon clusters arranged in a circle.
1351,"Mercenaries, in the form of small wooden blocks, are placed onto the land pieces."
1351,"Players can then use these blocks to attempt to gain control of the corresponding mercenary type, or place the same small blocks onto the board which can help the player who controls that color."
1351,"Once a player has majority of control markers on a piece of land, he can build a tower there."
1351,"The tower serves as a semi-permanent control marker, as well as a way to win."
1351,"If two land pieces are controlled by the same player, the land pieces are combined into one, which makes the position harder to take by the other players."
1351,"The first player to place a set number of towers wins the game, but the game can also end when the land masses are reduced to three or fewer, in which case the player with the most towers placed wins."
1352,Tides of Madness is a sequel to Tides of Time and features gameplay similar to that design.
1352,Tides of Time is a drafting game for two players.
1352,Each game consists of three rounds in which players draft cards from their hands to build their kingdom.
1352,Each card is one of five suits and also has a scoring objective.
1352,"After all cards have been drafted for the round, players total their points based on the suits of cards they collected and the scoring objectives on each card, then they record their score."
1352,"Each round, the players each select one card to leave in their kingdom as a ""relic of the past"" to help them in later rounds."
1352,"After three rounds, the player with the the most prosperous kingdom wins."
1352,Tides of Madness adds a new twist to the above game: madness.
1352,"Some cards, while powerful, harm your psyche, so you must keep an eye on your madness level or else risk losing the game early as your mind is lost to the power of the ancients."
1352,"More specifically, eight of the eighteen cards in the game feature a madness icon, and while scoring, you receive a madness token for each such icon in your collection of cards."
1352,"Whoever has the most madness in a round either scores 4 points or discards 1 madness token — and the latter option is valuable because if you ever have nine or more madness, you lose the game immediately."
1353,"From the award-winning designer Bruno Cathala, Ishtar is a game in which you play the role of a gardener aiming to transform the dry desert into the Lost Hanging Gardens of Babylon."
1353,"To accomplish your mission, you will have to plant flowers, which, if you place them well, can help you gather precious gems and activate actions."
1353,"Whether to buy Trees (which will block the link between two Flower spots, as well as earning you points) or to purchase upgrades (such as getting two more points per Tree card at the end of the game), collecting gems will be a crucial part of the game."
1353,"Get them before your opponents, recruit apprentices, send them to earn points in the copses of flowers you have created, block others and think carefully of the upgrades to purchase if you want to become the best gardener at the end of the game!"
1353,—description from the publisher
1354,"The race is on for the robots of the Robo Rally automobile factory who work long, hard days at the assembly line building high‐speed supercars, but never get to see them in action."
1354,"On Saturday nights, the factory comes to life as the ultimate race course with treacherous obstacles and rival sabotage."
1354,"In Robo Rally, players move their robots through the course by speeding through corridors and dodging traps to reach each checkpoint first."
1354,Only the strongest robots survive!
1354,Enter the world of mad machines and dangerous schemes in the Robo Rally board game.
1354,Players control their robot with game cards which reveal directions on how the robots can move through the hectic Robo Rally automobile factory.
1354,Use strategy to outsmart rival robots while racing towards each checkpoint in your chosen course in numerical order.
1354,"Beware of factory obstacles such as industrial lasers, gaping pits, and moving conveyer belts that can make or break the race."
1354,"The 2016 edition of Robo Rally differs from earlier versions in a number of ways:

Players each now have their own deck of twenty cards, with the same cards in each deck."
1354,"On a turn, a player draws nine cards from their deck, programs five of the cards, then discards the rest."
1354,"Two cards says ""Again"" and repeat the action programmed in the previous slot; one card says ""Energy"" and gives a energy cube which you can use to buy options."
1354,"Since each player has their own deck, the cards no longer have priority numbers to determine who moves first."
1354,Now movement order is determined by whoever is closest to a transmitter on the game board.
1354,"When players are damaged, they no longer receive one less card for each damage (or have one of their program registers locked) at the start of a round; instead they receive damage cards that will be shuffled into their decks."
1354,"""Normal"" damage from the board or a robot laser gives you ""spam"" damage."
1354,"When you program one of these cards, you remove it from play at the appropriate time and replace it in the register with the top card from your deck."
1354,Surprise!
1354,"Other types of damage exist, with a Trojan horse granting you two spam, a virus infecting nearby players, and a worm forcing you to reboot, which gives you even more damage."
1354,"By playing the damage, though, you remove it from your deck."
1355,Wildcatters is a tactical and strategic board game set during the booming business of the 19th century oil industry!
1355,"The players are oil barons who develop oil fields; bid for oil rights; and build rigs, oil tankers, trains, and refineries."
1355,Your goal is to deliver more oil barrels to the continents than the other players while also collecting more shares and money than them.
1355,"The game lasts seven rounds with four players, and the game set-up is the same for each player, with three rigs, two trains, one tanker and one refinery being placed on the board."
1355,The game board features a world map divided into eight areas where you can find oil.
1355,"Players choose an open area card and get money to build rigs, tankers, trains and refineries, after which they can buy oil actions."
1355,The players work together in an oilfield to find oil at a lower cost.
1355,"The players transport oil together to the refineries, using trains and tankers from other players to deliver oil to the refineries – and all with one purpose: deliver more oil than the other players by the end of the game."
1356,"In Yukon Airways, you will be at the controls of your very own seaplane with the mission of transporting travelers to the different points of the Yukon."
1356,Embark your passengers (dice) using a draft system and use your ticket cards to take them to the different locations on the map.
1356,"For each passenger, you get money and the possibility of improving your plane if the passenger finds a point of interest that satisfies their tastes at the destination (when the color of the die matches the color of one of the cubes at that destination)."
1356,"At the end of the game, you will earn extra money according to the different locations you have visited."
1356,The player who has earned the most money at the end of the week wins.
1356,"—description from publisher
•••
En Yukon Airways te pondrás a los mandos de tu propio hidroavión con la misión de transportar viajeros a los diferentes puntos del Yukón."
1356,Embarca a tus pasajeros (dados) mediante un sistema de draft y usa tus cartas de Tique para llevarlos a las diferentes localizaciones del mapa.
1356,Por cada pasajero obtendrás dinero y la posibilidad de mejorar tu avión si el pasajero encuentra en el destino algún punto de interés que satisfaga sus preferencias (cuando el color del dado coincide con el color de uno de los cubos de la localización de destino).
1356,"Al final de la partida, ganarás dinero extra según las diferentes localizaciones que hayas visitado y los tiques para la época de Navidad que hayas logrado vender."
1356,Aquel jugador que al finalizar la semana haya conseguido más dinero se proclamará ganador.
1357,Tiny Epic Dungeons is a fully co-operative dungeon crawler for 1 to 4 players set in the fantasy world of Aughmoore.
1357,"In Tiny Epic Dungeons, players control a band of Heroes exploring a treacherous dungeon in search of the fearsome Dungeon Boss."
1357,Heroes make their way through the dungeon one room at a time.
1357,Around every corner goblins and ferocious minions seek to block the Heroes’ path.
1357,"Where there isn’t an enemy, traps are set, ready to spring on even the most prepared Hero."
1357,Tiny Epic Dungeons features a modular dungeon that is unique with each play.
1357,"The game is played over two acts: The Dungeon, and the Dungeon Boss."
1357,"In both acts, the players are constantly struggling against the waning firelight of their torch which decreases each turn."
1357,"When the torch goes out, the Heroes are forever lost in the darkness."
1357,"After clearing the dungeon of all its' minions and finding the entrance to the lair, players must engage in an epic battle against the Boss."
1357,Each boss has unique abilities and a lair with a unique environment that gives various advantages and disadvantages depending on the skill used and where the Hero attacks from.
1357,"These Epic Monsters cannot be slain by mere swords, axes, arrows, and the occasional spell."
1357,Ritual Rooms around the dungeon must be used to lower their magical bond to the dungeon.
1357,The Dungeon boss must be lured to these rooms to lower their defenses and allow the Heroes to strike the final blow!
1357,Victory in Tiny Epic Dungeons is achieved by defeating the Dungeon Boss!
1357,"In order to do that, the Heroes will need to collect legendary loot, and supreme spells
Heroes of old crafted loot to honor the ways of their clans."
1357,"Bear, Lion, Phoenix, and Panther."
1357,Heroes can discover pieces from these ancient sets that grow more powerful the more you collect.
1357,Will you be the greatest warrior the Bear clan has ever seen?
1357,"Or will you make the Panther clan proud by stalking your prey and striking with surprising force, unseen before the moment of impact?"
1357,The story is yours to tell in Tiny Epic Dungeons!
1357,-description from publisher
1358,It's the early 20th century.
